name;region;city;address
"Российская академия живописи, ваяния и зодчества Ильи Глазунова

/ Прежние наименования /


до 30.09.1988 - Институт живописи, скульптуры и художественной педагогики

";Москва;Москва;"101000, г. Москва, ул. Мясницкая, д. 21"
"Российская академия музыки имени Гнесиных
";Москва;Москва;"121069, г. Москва, ул. Поварская, д. 30/36"
"Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации

/ Прежние наименования /


23.09.2010 - Академия народного хозяйства при Правительстве Российской Федерации (АНХ)

";Москва;Москва;"119571, г. Москва, просп. Вернадского, д. 82"
"Российская академия предпринимательства
";Москва;Москва;"105005, г. Москва, ул. Радио, д. 14"
"Российская государственная академия интеллектуальной собственности

/ Прежние наименования /


до 26.04.2006 - Российский государственный институт интеллектуальной собственности (РГИИС)

";Москва;Москва;"117279, г. Москва, ул. Миклухо-Маклая, д. 55А"
"Российская государственная специализированная академия искусств

/ Прежние наименования /


до 21.02.2014 г - Государственный специализированный институт искусств

";Москва;Москва;"121165, Москва, Резервный проезд, д. 12"
"Российская школа частного права (институт)
";Москва;Москва;"103132, г. Москва, ул. Ильинка, д. 8, строение 2"
"Российская экономическая школа (Институт)
";Москва;Москва;"117418, г. Москва, Нахимовский проспект, д. 47"
"Российский государственный аграрный университет- МСХА имени К.А. Тимирязева

/ Прежние наименования /


до 2005 г. - Московская сельскохозяйственная академия им. К.А.Тимирязева

";Москва;Москва;"127550, г. Москва, Тимирязевская ул., 49"
"Российский государственный геологоразведочный университет имени Серго Орджоникидзе

/ Прежние наименования /


до 2005 г. - Московский государственный геологоразведочный университет имени Серго Орджоникидзе;<br>до 2001 г. - Московская государственная геологоразведочная академия

";Москва;Москва;"117997, г. Москва, ул. Миклухо-Маклая, д. 23"
"Российский государственный гуманитарный университет
";Москва;Москва;"125993, г. Москва, Миусская площадь, д. 6"
"Российский государственный социальный университет

/ Прежние наименования /


до 2004 г. - Московский государственный социальный университет

";Москва;Москва;"129226, г. Москва, ул. Вильгельма Пика, д. 4, стр. 1"
"Российский государственный технологический университет имени К.Э. Циолковского Московского авиационного института (национального исследовательского университета)

/ Прежние наименования /


до 1997 г. - Московский авиационный технологический институт

";Москва;Москва;"107031, г. Москва, ул. Петровка, д. 27"
"Российский государственный торгово-экономический университет

/ Прежние наименования /


до 2002 г. - Московский государственный университет коммерции

";Москва;Москва;"125993, г. Москва, ГСП-3, ул. Смольная, д.36"
"Российский государственный университет имени А.Н. Косыгина Технологии. Дизайн. Искусство

/ Прежние наименования /


до 2016 г. - Московский государственный университет дизайна и технологии
до 2000 г. - Московская государственная академия легкой промышленности

";Москва;Москва;"115035, г. Москва, ул. Садовническая, д. 33, стр. 1"
"Российский государственный университет инновационных технологий и предпринимательства
";Москва;Москва;"107078, г. Москва, ул. Новая Басманная, д. 9"
"Российский государственный университет нефти и газа (национальный исследовательский университет) имени И.М, Губкина
";Москва;Москва;"119991, г. Москва, Ленинский просп., д. 65, корпус 1"
"Российский государственный университет правосудия

/ Прежние наименования /


до 29 декабря 2012 г. - Российская академия правосудия

";Москва;Москва;"117418, г. Москва, Новочерёмушкинская ул., д.69, корп. «а»"
"Российский государственный университет физической культуры, спорта, молодежи и туризма (ГЦОЛИФК)

/ Прежние наименования /


до 29.06.2011 - Российский государственный университет физической культуры, спорта и туризма

";Москва;Москва;"105122, г. Москва, Сиреневый бульвар, д. 4"
"Российский национальный исследовательский медицинский университет имени Н.И. Пирогова

/ Прежние наименования /


До 2011 г. - Российский государственный медицинский университет Минздравсоцразвития России

";Москва;Москва;"117997, г. Москва, улица Островитянова, дом 1"
"Российский новый университет

/ Прежние наименования /


до 1997 г. - Российский независимый открытый университет

";Москва;Москва;"105005, г. Москва, ул. Радио, д. 22"
"Российский православный институт святого Иоанна Богослова
";Москва;Москва;"127030, г. Москва, переулок Чернышевского, д. 11А, стр. 1"
"Российский университет дружбы народов

/ Прежние наименования /


до 1998 г. - Университет дружбы народов им. Патриса Лумумбы

";Москва;Москва;"117198, г. Москва, ул. Миклухо-Маклая, д. 6"
"Российский университет театрального искусства - ГИТИС
";Москва;Москва;"125009, г. Москва, Малый Кисловский переулок, д. 6"
"Российский химико-технологический университет имени Д.И. Менделеева

/ Прежние наименования /


до 24.12.1992 - Московский химико-технологический институт имени Д.И. Менделеева

";Москва;Москва;"125047, г. Москва, Миусская пл., д. 9"
"Российский экономический университет имени Г.В. Плеханова

/ Прежние наименования /


до 27.07.2010 - Российская экономическая академия имени Г.В. Плеханова

";Москва;Москва;"117997 Российская Федерация, г. Москва, Стремянный пер., 36"
"Русский институт управления имени В.П. Чернова
";Москва;Москва;"117216, г. Москва, ул. Грина, д. 1, корп. 3"
"Свято-Филаретовский православно-христианский институт
";Москва;Москва;"105062, г. Москва, ул. Покровка, д. 29, нежилое помещение 2"
"Славяно-Греко-Латинская академия
";Москва;Москва;"г. Москва, ул. Нижегородская д. 29-33 стр. 7"
"Славянский деловой институт им. К.В. Нечаева (Митрополита Питирима)
";Москва;Москва;"127254, г. Москва, ул. Добролюбова, д. 16, корп. 2"
"Современная гуманитарная академия

/ Прежние наименования /


до 2003 г. - Современный гуманитарный университет

";Москва;Москва;"115114, г. Москва, ул. Кожевническая, д. 3, строение 1"
"Современный морской институт
";Москва;Москва;"127083, Москва, Петровско-Разумовский проезд, 15"
"Социально-экономический институт
";Москва;Москва;"109316, г. Москва, Остаповский проезд, д. 3, стр. 7"
"Специализированный институт юриспруденции
";Москва;Москва;"119285, г. Москва, 2-ой Мосфильмовский пер., д. 5"
"Столичная финансово-гуманитарная академия

/ Прежние наименования /


до 2006 г. - Столичный гуманитарный институт

";Москва;Москва;"109383, г. Москва, ул. Шоссейная, д. 90, стр. 17"
"Столичный гуманитарно-экономический институт
";Москва;Москва;"123022, г. Москва, ул. Красная Пресня, д. 28"
"Столичный институт иностранных языков
";Москва;Москва;"119571, г. Москва, просп. Вернадского, д. 88"
"Столичный институт переводчиков
";Москва;Москва;"105203, г. Москва, ул. Парковая 14-я, д. 8"
"Театральный институт имени Бориса Щукина при Государственном академическом театре имени Евг. Вахтангова
";Москва;Москва;"119002, г. Москва, Большой Николопесковский пер., д. 12-а"
"Университет Российской академии образования
";Москва;Москва;"119180, г. Москва, ул. Большая Полянка, д. 58"
"Университет ""Синергия""
";Москва;Москва;"г.Москва, Ленинградский пр-кт, д. 80, корпуса Е, Ж, Г.; г.Москва, метро Семеновская, Измайловский вал, д. 2."
"Филиал Санкт-Петербургского института внешнеэкономических связей, экономики и права в г. Москве
";Москва;Москва;"101000, г. Москва, ул. Покровка, д. 1/13/6, стр. 2"
"Финансово-промышленный институт
";Москва;Москва;"107023, г. Москва, ул. Суворовская, д. 2а"
"Финансовый университет при Правительстве Российской Федерации

/ Прежние наименования /


до марта 2010 - Финансовая академия при Правительстве Российской Федерации

";Москва;Москва;"125993, г. Москва, Ленинградский просп., д. 49"
"Школа-студия (институт) имени Вл.И. Немировича-Данченко при Московском Художественном академическом театре имени А.П. Чехова
";Москва;Москва;"125009, г. Москва, ул. Тверская, д. 6, стр. 7"
"Экономико-правовой институт
";Москва;Москва;"127322, г. Москва, ул. Милашенкова, д. 11а"
"Академия гражданской защиты МЧС России
";Московская область;Химки;"141435, Московская область, г. Химки, микрорайон Новогорск"
"Бронницкий филиал Московского автомобильно-дорожного государственного технического университета (МАДИ)
";Московская область;Бронницы;"140170, Московская область, г. Бронницы, ул. Московская, д. 120"
"Военно-технический университет при Федеральном агентстве специального строительства

/ Прежние наименования /


до 2000 г. - Московское высшее военное дорожное инженерное училище

";Московская область;Балашиха;"143900, Московская область, городской округ Балашиха, улица Карбышева, дом 8"
"Волоколамский институт гостеприимства - филиал Российской международной академии туризма
";Московская область;Волоколамск;"143604, Московская область, г. Волоколамск, ул. Заводская, д. 23"
"Воскресенский институт туризма - филиал Российской международной академии туризма
";Московская область;Воскресенск;"140200, Московская область, г. Воскресенск, ул. Советская, д. 9"
"Воскресенский филиал Московского политехнического университета

/ Прежние наименования /


до 2014 г. - Филиал Московского государственного открытого университета в г. Воскресенске Московской области
до 24.12.1998 - Учебно-консультационный пункт

";Московская область;Воскресенск;"140200, Московская обл., г. Воскресенск, ул. Пионерская, д. 8"
"Гжельский государственный университет

/ Прежние наименования /


До 29.04.2015 - Гжельский государственный художественно-промышленный институт
До 2002 г. - Гжельский художественно-промышленный колледж
До 1991 г. - Гжельский художественно-промышленный техникум
До 1988 г. - Гжельский силикатно-керамический техникум
До 1935 г. - Гжельский керамический техникум
До 1931 г. - Школа кустарного ученичества
До 1926 г. - Гжельские учебные мастерские по керамическому производству
До 1924 г. - Гжельская керамическая профшкола изо Наркомпроса

";Московская область;Электроизолятор;"140155, Московская область, Раменский район, пос. Электроизолятор, д. 67"
"Голицынский пограничный институт Федеральной службы безопасности Российской Федерации
";Московская область;Голицыно;"143043, Московская область, Одинцовский район, г. Голицыно, Можайское шоссе, дом 75"
"Гуманитарно-социальный институт
";Московская область;Красково;"140050, Московская область, Люберецкий район, поселок Красково, улица Карла Маркса, дом 117"
"Дмитровский филиал Астраханского государственного технического университета
";Московская область;Рыбное;"141821, Московская область, Дмитровский район, поселок Рыбное, 36"
"Дмитровский филиал Современной гуманитарной академии
";Московская область;Дмитров;"141800, Московская область, Дмитровский район, г. Дмитров, ул. Подлипецкая Слобода, д. 36"
"Егорьевский технологический институт (филиал) Московского государственного технологического университета ""Станкин""
";Московская область;Егорьевск;"140300, Московская область, г. Егорьевск, ул. Профсоюзная, д. 34"
"Егорьевский филиал Московского педагогического государственного университета

/ Прежние наименования /


до 29.05.2014 - Егорьевский филиал МГГУ им. М.А. Шолохова

";Московская область;Егорьевск;"140300, Московская область, г. Егорьевск, Корпус 1 (6 МКРН): ул. С. Перовской, д. 101 а, Корпус 2 (ЦВР): Проспект Ленина, 14"
"Западно-Подмосковный институт туризма - филиал Российской международной академии туризма

/ Прежние наименования /


до 06.02.2003 - Краснознаменский филиал Российской международной академии туризма

";Московская область;Большие Вяземы;"143050, Московская область, Одинцовский район, р.п. Большие Вяземы, ул. Институт, вл. 5 стр. 1"
"Ивантеевский филиал Московского политехнического университета

/ Прежние наименования /


до 2016 г. - Учебный научно-технический центр ""МАМИ"" (филиал) Московского государственного технического университет ""МАМИ""
до 2007 г. - Филиал Московского государственного технического университета ""МАМИ"" в г. Ивантеевке Московской области

";Московская область;Ивантеевка;"141280, Московская область, г. Ивантеевка, ул. Ленина, д. 44"
"Институт бизнеса, психологии и управления

/ Прежние наименования /


до 2002 г. - Высшая школа «Универсум»

";Московская область;Химки;"141400, Московская область, г. Химки, ул. Зои Космодемьянской, д.2"
"Институт информационных технологий, экономики и менеджмента
";Московская область;Клин;"141600, Московская область, г. Клин, ул. Мира, д. 36А"
"Институт международных экономических отношений
";Московская область;Химки;"141400, Московская область, г. Химки, ул. Московская, д. 38"
"Институт социально-экономического прогнозирования и моделирования

/ Прежние наименования /


до 26.07.2001 - Академия социально-экономического прогнозирования и моделирования

";Московская область;Балашиха;"143900, Московская область, г. Балашиха, ул. Зеленая, д. 18"
"Институт технологии туризма
";Московская область;Пушкино;"141201, Московская область, г. Пушкино, ул. Центральная, д. 4А"
"Институт экономики
";Московская область;Подольск;"142100, Московская область, г. Подольск, ул. Февральская, д. 65"
"Коломенский институт (филиал) Московского политехнического университета

/ Прежние наименования /


до 2016 г. - Коломенский институт (филиал) Московского государственного машиностроительного университета
до 2012 г. - Коломенский институт (филиал) Московского государственного открытого университета

";Московская область;Коломна;"140402, Московская обл., г. Коломна, ул. Октябрьской революции, д. 408"
"Коломенский филиал Евразийского открытого института
";Московская область;Коломна;"140408, Московская область, г. Коломна, ул. Партизан, д. 1в"
"Коломенский филиал Московской академии экономики и права
";Московская область;Коломна;"140402, Московская область, г. Коломна, проспект Окский, д. 58"
"Коломенский филиал Современной гуманитарной академии
";Московская область;Радужный;"140483, Московская обл., Коломенский район, пос. Радужный, д. 38"
"Королёвский (г. Королёв Московской области) филиал Международного юридического института
";Московская область;Королёв;"141077, Московская область, г. Королёв, Октябрьский бульвар, д. 12"
"Красногорский филиал Московской финансово-промышленной академии
";Московская область;Красногорск;"143404, Московская область, г. Красногорск, ул. Дачная, д. 9"
"Красногорский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации

/ Прежние наименования /


до 20.09.2010 - Красногорский филиал Академии народного хозяйства при Правительстве Российской Федерации

";Московская область;Красногорск;"143402, Московская область, г. Красногорск, ул. Речная, д. 8, корпус 1"
"Краснознаменский (г. Краснознаменск Московской области) филиал Международного юридического института

/ Прежние наименования /


до 30.06.2009 - Краснознаменский (г. Краснознаменск Московской области) филиал Международного юридического института при Министерстве юстиции Российской Федерации

";Московская область;Краснознаменск;"143090, Московская область, г. Краснознаменск, ул. Генерала Шлыкова, д. 3"
"Краснознаменский филиал Университета ""Синергия""

/ Прежние наименования /


до 29.08.2006 - Краснознаменский филиал Московского международного института эконометрики, информатики, финансов и права

";Московская область;Краснознаменск;"143090, Московская область, город Краснознаменск, улица Генерала Шлыкова, дом 3"
"Международный институт менеджмента ЛИНК
";Московская область;Жуковский;"140181, Московская область, г. Жуковский, ул. Московская, д. 8/1"
"Международный университет природы, общества и человека ""Дубна"" (университет ""Дубна"")
";Московская область;Дубна;"141980, Московская область, г. Дубна, ул. Университетская, д. 19"
"Московская государственная академия физической культуры
";Московская область;Малаховка;"140032, Московская область, Люберецкий район, пос. Малаховка, ул. Шоссейная, д. 33"
"Московский военный институт радиоэлектроники Космических войск
";Московская область;Одинцово;"143072, Московская область, Одинцовский район, пгт. Кубинка - 2, ул. Генерала Вотинцева"
"Московский государственный институт культуры

/ Прежние наименования /


до 2014 г. - Московский государственный университет культуры и искусств.
до 1999 г. - Московский государственный университет культуры
до 1994 г. - Московский государственный институт культуры
до 1964 г. - Библиотечный институт

";Московская область;Химки;"141406, Московская область, г. Химки, улица Библиотечная, д. 7"
"Московский государственный областной гуманитарный институт

/ Прежние наименования /


до 2008 г. - Орехово -Зуевский государственный педагогический институт<br>до 2002 - Московский государственный областной педагогический институт

";Московская область;Орехово-Зуево;"142611, Московская область, г. Орехово-Зуево, ул. Зеленая, д. 22"
"Московский областной институт управления

/ Прежние наименования /


до 2006 г. - Институт бизнеса, права и информационных технологий

";Московская область;Балашиха;"143900, Московская область, город Балашиха, Шоссе Энтузиастов, дом 59"
"Московский областной институт управления и права

/ Прежние наименования /


до 2002 г. - Ивантеевский институт управления и права

";Московская область;Ивантеевка;"141282, Московская область, г. Ивантеевка, ул. Первомайская, дом 14"
"Московский областной филиал Московского университета МВД Российской Федерации
";Московская область;Старотеряево;"143100, Московская область, Рузский район, пос. Старотеряево"
"Московский открытый юридический институт
";Московская область;Москва;"129344, г. Москва, ул. Енисейская, д. 2, строение 2"
"Московский региональный социально-экономический институт

/ Прежние наименования /


до 2009 года - Московский региональный институт высшего социально-экономичкого образования

";Московская область;Видное;"142700, Московская область, г. Видное, ул. Школьная, д. 77"
"Московский физико-технический институт (государственный университет)
";Московская область;Москва;"117303, г. Москва, ул. Керченская, д. 1 «А» корп.1"
"Московской области Государственный социально-гуманитарный университет

/ Прежние наименования /


до 2010 г. - Коломенский государственный педагогический институт

";Московская область;Коломна;"ул. Зеленая, д. 30, г. Коломна, Московская область"
"Муниципальный институт г. Жуковского
";Московская область;Жуковский;"140180, г. Жуковский, Московской области, ул. Маяковского, дом 15"
"Мытищинский филиал МГТУ им. Н. Э. Баумана

/ Прежние наименования /


до 2016 г. - Московский государственный университет леса

";Московская область;Мытищи;"141005, Московская область, г. Мытищи, ул. 1-я Институтская, д. 1"
"Мытищинский филиал Московского государственного строительного университета
";Московская область;Мытищи;"141006, Московская область, г. Мытищи, Олимпийский проспект, д. 50"
"Новый Гуманитарный институт
";Московская область;Электрос;"Московская область, Электросталь, Радио 32"
"Нолинский филиал Вятской государственной сельскохозяйственной академии
";Московская область;Нолинск;"613440, Кировская область, г. Нолинск, ул. Федосеева, д. 49"
"Одинцовский (г. Одинцово Московской области) филиал Международного юридического института
";Московская область;Одинцово;"143002, Московская область, г. Одинцово, ул. Пионерская, д. 3"
"Одинцовский гуманитарный университет
";Московская область;Одинцово;"143000, Московская область, г. Одинцово, ул. Ново-Спортивная, д. 3"
"Одинцовский филиал Российской международной академии туризма
";Московская область;Барвиха;"143083, Московская область, Одинцовский район, пос. санатория Барвиха, Барвихинская СОШ"
"Орехово-Зуевский филиал Института экономики и предпринимательства

/ Прежние наименования /


до 2007 г. - Институт экономики и предпринимательства

";Московская область;Орехово-Зуево;"142600, Московская область, г. Орехово-Зуево, ул. Ленина, д. 100/1"
"Павлово-Посадский филиал Российской международной академии туризма
";Московская область;Павловский Посад;"142500, Московская обл., г. Павловский Посад, ул. Орджоникидзе, д. 4"
"Павлово-Посадский филиал Современной гуманитарной академии
";Московская область;Павлово-Посад;"142500, Московская область, г. Павлово-Посад, ул. Павловская 26"
"Подольский социально-спортивный институт
";Московская область;Подольск;"142117, Московская область, г. Подольск, ул. Кирова, д. 63-А"
"Подольский филиал Московского политехнического университета

/ Прежние наименования /


до 2016 г. - Подольский институт (филиал) Московского государственного машиностроительного университета (МАМИ)

";Московская область;Подольск;"142114, Московская обл., г. Подольск, ул. Клемента Готвальда, д. 2/40"
"Подольский филиал Современной гуманитарной академии
";Московская область;Подольск;"142134, Московская область, г. Подольск, ул. Профсоюзная, д. 6"
"Пущинский государственный естественно-научный институт

/ Прежние наименования /


До 2011 г. - Пущинский государственный университет (ПущГУ)

";Московская область;Пущино;"142290, Московская область, г. Пущино, просп. Науки, д. 3"
"Реутовский (г. Реутов Московской области) филиал Международного юридического института
";Московская область;Реутов;"143960, Московская область, г. Реутов, ул. Советская, д. 6А"
"Российская инженерная академия менеджмента и агробизнеса
";Московская область;Челюскинский;"141220, Московская область, Пушкинский район, пос. Челюскинский, ул. Большая Тарасовская, д. 108"
"Российская международная академия туризма
";Московская область;Химки Московской области;"Октябрьская улица, дом 10, микрорайон Сходня, г. Химки Московской области, 141420"
"Российская таможенная академия

/ Прежние наименования /


до 1993 г - Институт повышения квалификации и переподготовки работников таможенных учреждений Государственного таможенного комитета РФ

";Московская область;Люберцы;"140009, Московская область, г. Люберцы, Комсомольский проспект, дом 4"
"Российский государственный аграрный заочный университет
";Московская область;Балашиха;"143900, Московская область, г. Балашиха, ул. Юлиуса Фучика, д. 1"
"Российский государственный университет туризма и сервиса

/ Прежние наименования /


До 2007 г. - Российский государственный университет туризма и сервиса (РГУТиС).
До 1999 г. - Московский государственный университет сервиса (МГУС).
До 1993 г. - Государственная академия сферы быта и услуг (ГАСБУ).
До 1961 г. - Московский технологический институт (МТИ).
До 1960 г. - Высшая школа местной промышленности (ВШМП).
До 1952 г. - Высшая школа промысловой кооперации (ВШПК).

";Московская область;Черкизово;"141221, Московская область, Пушкинский район, пос. Черкизово, ул. Главная, д. 99"
"Российский университет кооперации

/ Прежние наименования /


До 2006 г. - Московский университет потребительской кооперации

";Московская область;Мытищи;"141014, г. Мытищи, Московская область, ул. Веры Волошиной, д. 12/30"
"Сергиево-Посадский гуманитарный институт
";Московская область;Сергиев Посад;"141300, Московская область, г. Сергиев Посад, Московское шоссе, д. 12а"
"Сергиево-Посадский филиал Московского педагогического государственного университета

/ Прежние наименования /


до 2015г. - Сергиево-Посадский филиал МГГУ имени М.А. Шолохова

";Московская область;Сергиев Посад;"141315, Московская область, г. Сергиев Посад, ул. Разина д.1-А"
"Серпуховской военный институт ракетных войск
";Московская область;Серпухов;"142202, Московская область, г. Серпухов, ул. Бригадная, д. 17"
"Серпуховской филиал Российского государственного торгово-экономического университета
";Московская область;Серпухов;"142201, Московская область, г. Серпухов, ул. 1905 года, д. 15"
"Сколковский институт науки и технологий
";Московская область;Новоивановское;"143025, Московская область, Одинцовский район, городское поселение Новоивановское, деревня Сколково, ул. Новая, д. 100"
"Социально-правовой институт экономической безопасности
";Московская область;Домодедово;"142022, Московская обл., г. Домодедово, микрорайон «Авиационный», ул. Пихтовая, д. 3"
"Ступинский филиал Московского авиационного института (национального исследовательского университета)
";Московская область;Ступино;"142900, Московская область, г. Ступино, ул. Пристанционная, д. 4"
"Филиал ""Котельники"" Международного университета природы, общества и человека ""Дубна""
";Московская область;Котельники;"140053, Московская область, г. Котельники, мкр. Силикат, д. 35"
"Филиал Международного университета природы, общества и человека ""Дубна""- Дмитровский институт непрерывного образования
";Московская область;Дмитров;141801 Московская область город Дмитров мкр-н. ДЗФС д. 23
"Филиал Московского государственного индустриального университета
";Московская область;Сергиев Посад;"141304, Московская область, г. Сергиев Посад, Спортивный пер., д. 4"
"Филиал Московского государственного открытого университета в г. Шатуре Московской области
";Московская область;Шатурторф;"140712, Московская область, Шатурский район, пос. Шатурторф, ул. Лесная, д. 8"
"Филиал Московского государственного строительного университета в г. Дмитрове Московской области
";Московская область;Дмитров;"141800, Московская область, г. Дмитров, ул. Подлипичье, д.24"
"Филиал Московского государственного строительного университета в г. Люберцы Московской области
";Московская область;Люберцы;"140013, Московская область, г. Люберцы, ул. Попова, д. 14а"
"Филиал Московского государственного строительного университета в г. Можайске Московской области
";Московская область;Можайск;"143200. г. Можайск, ул. Мира, д. 6 А"
"Филиал Московского государственного университета имени М.В. Ломоносова в г. Пущино
";Московская область;Пущино;"142290, Московская область, г. Пущино, микрорайон В, д. 20а"
