name;region;city;address
"Алтайский государственный аграрный университет
";Алтайский край;Барнаул;"656049, Алтайский край, г. Барнаул, проспект Красноармейский, д. 98"
"Алтайский государственный гуманитарно-педагогический университет имени В.М. Шукшина

/ Прежние наименования /


до 29.10.2015 г. - Алтайская государственная академия образования имени В.М. Шукшина
до 24.06.2010 - Бийский педагогический государственный университет имени В.М. Шукшина

";Алтайский край;Бийск;"659333, Алтайский край, г. Бийск, ул. Короленко, д. 53"
"Алтайский государственный институт культуры

/ Прежние наименования /


до 25.09.2014 г. - Алтайская государственная академия культуры и искусств
до 19.05.2005 г. - Алтайский государственный институт искусств и культуры

";Алтайский край;Барнаул;"656055, Алтайский край, г. Барнаул, ул. Юрина, д. 277"
"Алтайский государственный медицинский университет
";Алтайский край;Барнаул;"656038, Алтайский край, город Барнаул, проспект Ленина, д. 40"
"Алтайский государственный педагогический университет

/ Прежние наименования /


до 2009 г. - Барнаульский государственный педагогический университет
до 2014 г. - Алтайская государственная педагогическая академия

";Алтайский край;Барнаул;"656031, Алтайский край, г. Барнаул, ул. Молодежная, д. 55"
"Алтайский государственный технический университет им. И.И. Ползунова

/ Прежние наименования /


до 24.12.1992 - Алтайский политехнический институт им. И.И. Ползунова
до 04.05.1961 - Алтайский политехнический институт
до 20.05.1959 - Алтайский институт сельскохозяйственного машиностроения

";Алтайский край;Барнаул;"656038, Алтайский край, г. Барнаул, просп. Ленина, д. 46"
"Алтайский государственный университет
";Алтайский край;Барнаул;"656049, Алтайский край, г. Барнаул, пр. Ленина, д. 61"
"Алтайский институт труда и права (филиал) Академии труда и социальных отношений

/ Прежние наименования /


до 30.06.2004 - Алтайский филиал Академии труда и социальных отношений

";Алтайский край;Барнаул;"656002, Алтайский край, г. Барнаул, пр-д 9 Мая, 8"
"Алтайский институт финансового управления
";Алтайский край;Барнаул;"656049, г. Барнаул, пр. Социалистический, д. 87"
"Алтайский институт экономики - филиал Санкт-Петербургского университета управления и экономики

/ Прежние наименования /


до 2016 г. - Алтайский институт экономики - филиал Санкт-Петербургского университета управления и экономики
до 02.08.2005 - Алтайский филиал Института управления и экономики (г. Санкт-Петербург)

";Алтайский край;Барнаул;"656011, Алтайский край, г. Барнаул, пр-кт Ленина, д. 106е"
"Алтайский филиал Московского государственного института культуры
";Алтайский край;Барнаул;"656031, Алтайский край, г. Барнаул, Красноармейский просп., д. 111"
"Алтайский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации

/ Прежние наименования /


до 20.09.2010 - Алтайский филиал Сибирской академии государственной службы в г. Барнауле

";Алтайский край;Барнаул;"656008, г. Барнаул, ул. Партизанская, д. 187"
"Алтайский филиал Российской международной академии туризма
";Алтайский край;Барнаул;"656049, Алтайский край, г. Барнаул, ул. Папанинцев, д. 115"
"Алтайский экономико-юридический институт

/ Прежние наименования /


до 1995 г. - Экономико-правовой институт

";Алтайский край;Барнаул;"656015, Алтайский край, г. Барнаул, проспект Красноармейский, д. 108"
"Барнаульский филиал Московской академии предпринимательства при Правительстве Москвы

/ Прежние наименования /


до 09.04.2008 - Барнаульский филиал Московской академии предпринимательства при Правительстве г. Москвы

";Алтайский край;Барнаул;"656031, Алтайский край, г. Барнаул, ул. Н. Крупской, д.103а"
"Барнаульский филиал Современной гуманитарной академии
";Алтайский край;Барнаул;"656037, Алтайский край, г. Барнаул, пр-кт. Ленина, д. 154а"
"Барнаульский филиал Финансового университета при Правительстве Российской Федерации

/ Прежние наименования /


до 2012 г. - Всероссийский заочный финансово-экономический институт. Филиал в г. Барнауле.

";Алтайский край;Барнаул;"656038, Алтайский край г. Барнаул пр-т Ленина 54"
"Барнаульский юридический институт
";Алтайский край;Барнаул;"656038, Алтайский край, г. Барнаул, улица Чкалова, д. 49"
"Бийский филиал Современной гуманитарной академии
";Алтайский край;Бийск;"659305, Алтайский край, г. Бийск, переулок Липового, д. 66"
"Бийский филиал Университета ""Синергия""

/ Прежние наименования /


до 10.10.2012 - Бийский филиал Московской открытой социальной академии
до 18.06.2004 - Бийский филиал Московского открытого социального университета

";Алтайский край;Бийск;"659303, Алтайский край, г. Бийск, ул. Трофимова, д. 6"
"Институт национальной безопасности и управления рисками
";Алтайский край;Барнаул;"Алтайский край, г. Барнаул, ул. Максима Горького, д.20"
"Рубцовский индустриальный институт (филиал) Алтайского государственного технического университета им. И.И. Ползунова
";Алтайский край;Рубцовск;"658207, Алтайский край, г. Рубцовск, ул. Тракторная, д. 2/6"
"Рубцовский институт (филиал) Алтайского государственного университета

/ Прежние наименования /


до 15.01.2007 - Филиал Алтайского государственного университета в г. Рубцовске

";Алтайский край;Рубцовск;"658225, Алтайский край, г. Рубцовск, пр. Ленина, д. 200б"
"Рубцовский филиал Университета Российской академии образования
";Алтайский край;Рубцовск;"658225, Алтайский край, г. Рубцовск, просп. Ленина, д. 206/2"
"Филиал Алтайского государственного университета в г. Белокурихе
";Алтайский край;Белокуриха;"659900, Алтайский край, г. Белокуриха, ул. Академика Мясникова, д. 26"
"Филиал Алтайского государственного университета в г. Бийске
";Алтайский край;Бийск;"659332, Алтайский край, г. Бийск, ул. Социалистическая, д. 123/1"
"Филиал Алтайского государственного университета в г. Славгороде
";Алтайский край;Славгород;"658828, Алтайский край, г. Славгород, ул. Розы Люксембург, д. 75"
"Филиал Московского психолого-социального университета в г. Барнауле Алтайского края

/ Прежние наименования /


до 2011 г. - Филиал Московского психолого-социального института в г. Барнауле Алтайского края

";Алтайский край;Барнаул;"656037, Алтайский край, г. Барнаул, пр. Ленина, д. 148"
"Филиал Сибирского государственного университета путей сообщения в г. Новоалтайске

/ Прежние наименования /


до 20.12.2006 - Новоалтайский филиал федерального государственного образовательного учреждения среднего профессионального образования Новосибирского техникума железнодорожного транспорта

";Алтайский край;Новоалтайск;"658080, Алтайский край, г. Новоалтайск, ул. Красногвардейская, д. 13"
"Филиал Финансового университета при Правительстве Российской Федерации в г.Барнауле
";Алтайский край;Барнаул;"656000, Алтайский край, г. Барнаул, просп. Ленина, д. 54"
"Амурская государственная медицинская академия

/ Прежние наименования /


до 1996 г. - Благовещенский государственный медицинский институт

";Амурская область;Благовещенск;"675000, Амурская область, г. Благовещенск, ул. Горького, д. 95"
"Амурский государственный университет

/ Прежние наименования /


до 19.10.1994 - Благовещенский политехнический институт

";Амурская область;Благовещенск;"675027, Амурская область, г. Благовещенск, Игнатьевское шоссе, д. 21"
"Амурский институт железнодорожного транспорта - филиал Дальневосточного государственного университета путей сообщения в г. Свободном

/ Прежние наименования /


до 31.01.2007 - Филиал Дальневосточного государственного университета путей сообщения в г. Свободном + Свободненский техникум железнодорожного транспорта

";Амурская область;Свободный;"676400, Амурская обл., г. Свободный, ул. 40 лет Октября, д. 86"
"Амурский филиал Морского государственного университета имени адмирала Г.И. Невельского

/ Прежние наименования /


до 10.03.1999 - Благовещенское речное командное училище

";Амурская область;Благовещенск;"675002, Амурская область, г. Благовещенск, ул. Краснофлотская, д. 83/95"
"Байкало-Амурский институт железнодорожного транспорта - филиал Дальневосточного государственного университета путей сообщения в г. Тынде

/ Прежние наименования /


до 28.05.1998 - Учебно-консультационный пункт (г. Тында Амурской области)

";Амурская область;Тында;"679080, Амурская область, г. Тында, ул. Кирова, д. 5"
"Благовещенский государственный педагогический университет

/ Прежние наименования /


до 23.12.1996 - Благовещенский государственный педагогический институт

";Амурская область;Благовещенск;"675000, Амурская область, г. Благовещенск, ул. Ленина, д. 104"
"Благовещенский филиал Московской академии предпринимательства при Правительстве Москвы

/ Прежние наименования /


до 25.05.2004 - Благовещенский филиал Московской академии предпринимательства при Правительстве г. Москвы

";Амурская область;Благовещенск;"675000, Амурская область, г. Благовещенск, ул. Ленина, д. 27"
"Благовещенский филиал Современной гуманитарной академии
";Амурская область;Благовещенск;"675000, Амурская область, г. Благовещенск, ул. Политехническая, д. 82/2"
"Дальневосточное высшее военное командное училище (военный институт) имени Маршала Советского Союза К.К. Рокоссовского (филиал) Военного учебно-научного центра Сухопутных войск ""Общевойсковая академия Вооруженных Сил Российской Федерации""

/ Прежние наименования /


до 16.01.2005 - Дальневосточное высшее военное командное училище (военный институт) имени Маршала Советского Союза К.К. Рокоссовского (г. Благовещенск)

";Амурская область;Благовещенск;"675021, Амурская область, г. Благовещенск, ул. Ленина, д. 158"
"Дальневосточный государственный аграрный университет
";Амурская область;Благовещенск;"675005, Амурская область, г. Благовещенск, ул. Политехническая, 86"
"Открытый Институт Муниципальных Проблем

/ Прежние наименования /


до 17.11.2004 - Открытый институт муниципальных проблем (г. Благовещенск)

";Амурская область;Благовещенск;"675005, Амурская область, г. Благовещенск, ул. Северная, д. 107"
"Арктический морской институт имени В.И. Воронина - филиал Государственного университета морского и речного флота имени адмирала С.О. Макарова

/ Прежние наименования /


до 23.06.2008 - Архангельский филиал Государственной морской академи имени адмирала С.О. Макарова

";Архангельская область;Архангельск;"163000, г. Архангельск, Набережная Северной Двины, д. 111"
"Архангельский филиал Современной гуманитарной академии
";Архангельская область;Архангельск;"163000, Архангельская область, г. Архангельск, ул. Карла Маркса, д. 9"
"Архангельский филиал Финансового университета при Правительстве Российской Федерации
";Архангельская область;Архангельск;"163000 г. Архангельск, ул. Набережная Северной Двины, д. 54, кор. 1"
"Вельский филиал Современной гуманитарной академии
";Архангельская область;Вельск;"165150, Архангельская область, Вельский район, г. Вельск, ул. 1 Мая, д. 36"
"Институт управления (г. Архангельск)

/ Прежние наименования /


до 01.08.2008 - негосударственное некоммерческое образовательное учреждение ""Институт управления"" г. Архангельск

";Архангельская область;Архангельск;"163060, г. Архангельск, ул. Урицкого, 43"
"Котласский филиал Государственного университета морского и речного флота имени адмирала С.О. Макарова

/ Прежние наименования /


до 2012 г. - Котласский филиал Санкт-Петербургского государственного университета водных коммуникаций

";Архангельская область;Котлас;"165311, Архангельская область, г. Котлас, ул. Заполярная, д. 19"
"Северный (Арктический) федеральный университет имени М.В. Ломоносова

/ Прежние наименования /


до 2010 г. - Архангельский государственный технический университет

";Архангельская область;Архангельск;"163002, г. Архангельск, набережная Северной Двины, д. 17"
"Северный государственный медицинский университет

/ Прежние наименования /


до 2000 г. - Архангельская государственная медицинская академия
до 1994 г. - Архангельский государственный медицинский институт

";Архангельская область;Архангельск;"163000, Архангельская область, г. Архангельск, просп. Троицкий, д. 51"
"Северный институт предпринимательства

/ Прежние наименования /


до 30.04.2004 - Северная академия предпринимательства

";Архангельская область;Архангельск;"г. Архангельск, улица Суворова, дом 2"
"Северный филиал Московского гуманитарно-экономического института

/ Прежние наименования /


до 20.07.2005 - Северный филиал (г. Коряжма Архангельской обл.) Московского гуманитарно-экономического института

";Архангельская область;Коряжма;"165651, Архангельская область, г. Коряжма, ул. Космонавтов, д. 8"
"Северодвинский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации

/ Прежние наименования /


до 20.09.2010 - Филиал Северо-Западной академии государственной службы в г. Северодвинске (Архангельская область)

";Архангельская область;Северодвинск;"164501, Архангельская область, г. Северодвинск, ул. Индустриальная, д. 39"
"Северодвинский филиал Современной гуманитарной академии
";Архангельская область;Северодвинск;"164500, Архангельская область, г. Северодвинск, ул. Гагарина, д. 13"
"Филиал Санкт-Петербургского государственного университета культуры и искусств в г. Архангельске
";Архангельская область;Архангельск;"163000, г. Архангельск, набережная Северной Двины, д. 111"
"филиал Северного (Арктического) федерального университета имени М.В. Ломоносова в г. Коряжме Архангельской области

/ Прежние наименования /


До 2011 г. - Коряжемский филиал Поморского государственного университета имени М.В. Ломоносова

";Архангельская область;Коряжма;"165651, Архангельская область, г. Коряжма, ул. Ленина, д. 9"
"Филиал Северного (Арктического) федерального университета имени М.В. Ломоносова в г. Северодвинске Архангельской области

/ Прежние наименования /


до 15.06.2011 - Северодвинский филиал Поморского государственного университета имени М.В. Ломоносова + Северодвинский технический колледж

";Архангельская область;Северодвинск;"164520, Архангельская область, г. Северодвинск, ул. Торцева, д. 6"
"Астраханская государственная консерватория (академия)

/ Прежние наименования /


до 20.01.2010 - Астраханская государственная консерватория (институт)

";Астраханская область;Астрахань;"414000, г. Астрахань, ул. Советская, д. 23"
"Астраханский (г. Астрахань) филиал Международного юридического института

/ Прежние наименования /


до 30.06.2009 - Астраханский (г. Астрахань) филиал Международного юридического института при Министерстве юстиции Российской Федерации

";Астраханская область;Астрахань;"414000, г. Астрахань, ул. Казанская/ул. Зои Космодемьянской, д. 106/д. 113"
"Астраханский государственный архитектурно-строительный университет

/ Прежние наименования /


до 30.12.2015 г. - Астраханский инженерно-строительный институт
до 31.10.2006 - Астраханский инженерно-строительный институт + Профессиональное училище №10

";Астраханская область;Астрахань;"414056, Астраханская область, город Астрахань, улица Татищева, 18"
"Астраханский государственный медицинский университет

/ Прежние наименования /


до 31.10.2014 г. - Астраханская государственная медицинская академия

";Астраханская область;Астрахань;"414000, Астраханская область, г. Астрахань, ул. Бакинская, д. 121"
"Астраханский государственный технический университет

/ Прежние наименования /


До 1938 г. - Астраханский институт рыбного хозяйства и рыбной промышленности
До 1994 г. - Астраханский технический институт рыбной промышленности и хозяйства

";Астраханская область;Астрахань;"414056, г. Астрахань, ул. Татищева, д. 16"
"Астраханский государственный университет

/ Прежние наименования /


до 29.06.2007 - Астраханский государственный университет + Астраханский технический колледж

";Астраханская область;Астрахань;"414056, г. Астрахань, ул. Татищева, д. 20а"
"Астраханский филиал Волжского государственного университета водного транспорта

/ Прежние наименования /


до 1999 года - Астраханский вечерне-заочный факультет Горьковского института инженеров водного транспорта
до 1968 года - Астраханский учебно-консультативный пункт

";Астраханская область;Астрахань;"414014, Астраханская область, г. Астрахань, ул. Костина, д. 2"
"Астраханский филиал Московского финансово-промышленного университета ""СИНЕРГИЯ""

/ Прежние наименования /


до 2012 г. - Астраханский филиал Московской открытой социальной академии
до 2008 г. - Астраханский филиал Московского открытого социального университета (института)

";Астраханская область;Астрахань;"414000, область Астраханская , город Астрахань, улица Джона Рида, дом 12"
"Астраханский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации

/ Прежние наименования /


до 20.09.2010 - Астраханский филиал Волгоградской академии государственной службы
до 1996 г. - филиал Волгоградского института управления

";Астраханская область;Астрахань;"414045, Астраханская область, г. Астрахань, ул. Богдана Хмельницкого, д. 33а"
"Астраханский филиал Саратовского государственного аграрного университета имени Н.И. Вавилова
";Астраханская область;Астрахань;"414051, Астраханская область, г. Астрахань, ул. 1-я Литейная, 14"
"Астраханский филиал Современной гуманитарной академии
";Астраханская область;Астрахань;"414011, Астраханская область, г. Астрахань, ул. Космонавта В. Комарова, д. 57 литер А"
"Астраханский филиал Университета Российской академии образования

/ Прежние наименования /


до 31.05.2005 - Астраханский филиал Университета Российской академии образования (г. Москва)

";Астраханская область;Астрахань;"414056, г. Астрахань, ул. Савушкина, д. 6, литер строения 2"
"Астраханский филиал Южно-Российского гуманитарного института
";Астраханская область;Астрахань;"414045, г. Астрахань, ул. Н. Островского, 56а"
"Институт мировой экономики и финансов
";Астраханская область;Астрахань;"414000, г. Астрахань, ул. Бакинская, д. 149"
"Каспийский институт морского и речного транспорта - филиал Волжского государственного университета водного транспорта

/ Прежние наименования /


до 25.05.2006 - Каспийский филиал Новороссийской государственной морской академии

";Астраханская область;Астрахань;"414045, Астраханская область, г. Астрахань, ул. Б. Хмельницкого, д. 3"
"Филиал Астраханского государственного университета в г. Знаменске Астраханской области

/ Прежние наименования /


до 15.12.2002 - Филиал Астраханского государственного педагогического университета в г. Знаменске

";Астраханская область;Знаменск;"416540, Астраханская область, г. Знаменск, ул.Островского, д. 16"
"Филиал ""Взлет"" Московского авиационного института (национального исследовательского университета) в г. Ахтубинске
";Астраханская область;Ахтубинск;"416501, Астраханская область, г. Ахтубинск, ул. Добролюбова, 5"
"Филиал Международного института экономики и права в городе Астрахани
";Астраханская область;Астрахань;"414024, Астраханская область, город Астрахань, Советский район, улица Бэра, дом 28а, литер строения А"
"Филиал Саратовской государственной академии права в г. Астрахани
";Астраханская область;Астрахань;"414040, Астраханская область, г. Астрахань, ул. Красная Набережная 7/ Куйбышева-1"
"Белгородский государственный аграрный университет имени В. Я. Горина
";Белгородская область;Майский;"308503, Белгородская область, Белгородский район, поселок Майский, улица Вавилова, д. 1"
"Белгородский государственный институт искусств и культуры

/ Прежние наименования /


до 17.10.2006 - Белгородский государственный институт культуры

";Белгородская область;Белгород;"308033, Белгородская область, г. Белгород, ул. Королева, д. 7"
"Белгородский государственный национальный исследовательский университет

/ Прежние наименования /


До 1996 г. - Белгородский государственный педагогический университет
До 2011 г. - Белгородский государственный университет

";Белгородская область;Белгород;"308015, Белгородская область, г. Белгород, ул. Победы, д. 85"
"Белгородский государственный технологический университет им. В.Г. Шухова

/ Прежние наименования /


до 2005 г. - Белгородская государственная технологическая академия строительных материалов

";Белгородская область;Белгород;"308012, г. Белгород, ул. Костюкова, д. 46"
"Белгородский инженерно-экономический институт

/ Прежние наименования /


до 25.06.2001 - Белгородский институт инжиниринга менеджмента международной аттестации права (БИИММАП)

";Белгородская область;Белгород;"308012, г. Белгород, ул. Костюкова, д. 46"
"Белгородский институт экономики и права
";Белгородская область;Белгород;"308007, Белгородская область, г. Белгород, ул. Студенческая, д. 14"
"Белгородский университет кооперации, экономики и права

/ Прежние наименования /


до 19.09.2005 - Белгородский университет потребительской кооперации Центросоюза РФ

";Белгородская область;Белгород;"308023, г. Белгород, ул. Садовая, 116а"
"Белгородский филиал Московского государственного университета путей сообщения

/ Прежние наименования /


до 16.03.2009 - Белгородский филиал Российского государственного открытого технического университета путей сообщения

";Белгородская область;Белгород;"308000, г. Белгород, ул. Железнодорожная, д. 26"
"Белгородский филиал Московского государственного университета экономики, статистики и информатики (МЭСИ)
";Белгородская область;Белгород;"308000, г. Белгород, ул. Преображенская, д. 64"
"Белгородский филиал Современной гуманитарной академии
";Белгородская область;Белгород;"308014, Белгородская область, г. Белгород, ул. 3-го Интернационала, д.92"
"Белгородский юридический институт Министерства внутренних дел Российской Федерации
";Белгородская область;Белгород;"308024, г. Белгород, ул. Горького, д. 71"
"Губкинский филиал Белгородского государственного технологического университета им. В.Г. Шухова

/ Прежние наименования /


до 08.10.2003 - Губкинский филиал Белгородской государственной технологической академии строительных материалов

";Белгородская область;Губкин;"309188, Белгородская область, г. Губкин, ул. Добролюбова, д. 13а"
"Губкинский филиал Современной гуманитарной академии
";Белгородская область;Губкин;"309190, Белгородская область, Губкинский район, г. Губкин, ул. Юбилейная, д. 1"
"Старооскольский технологический институт им. А.А. Угарова (филиал) Национального исследовательского технологического университета «МИСиС»

/ Прежние наименования /


до 23.12.1994 - Филиал Московского государственного института стали и сплавов в г. Старый Оскол

";Белгородская область;Старый Оскол;"309516, г. Старый Оскол, Белгородской области, микрорайон им. Макаренко, 42"
"Старооскольский филиал Белгородского государственного университета
";Белгородская область;Старый Оскол;"309502, Белгородская область, г. Старый Оскол, микрорайон Солнечный, д. 18"
"Старооскольский филиал Современной гуманитарной академии
";Белгородская область;Старый Оскол;"309530, Белгородская область, Старооскольский район, г. Старый Оскол, проспект Губкина, д. 103"
"Филиал Воронежской государственной академии искусств в городе Белгороде
";Белгородская область;Белгород;"308009, Белгородская область, г. Белгород, просп. Ленина, д. 55"
"Брянский государственный аграрный университет

/ Прежние наименования /


до 15.09.2014 г. - Брянская государственная сельскохозяйственная академия

";Брянская область;Кокино;"243365, Брянская область, Выгоничский район, с. Кокино, ул. Советская, д. 2 а"
"Брянский государственный инженерно-технологический университет

/ Прежние наименования /


до 2015 г. - Брянская государственная инженерно-технологическая академия
до 1960 г. - Брянский лесохозяйственный институт
до 1995 г. - Брянский технологический институт (БТИ)

";Брянская область;Брянск;"241037, г. Брянск, проспект Станке Димитрова, д. 3"
"Брянский государственный технический университет
";Брянская область;Брянск;"241035, г. Брянск, бульвар 50-летия Октября, д. 7"
"Брянский государственный университет имени академика И.Г. Петровского
";Брянская область;Брянск;"241036, г. Брянск, ул. Бежицкая, 14"
"Брянский институт управления и бизнеса

/ Прежние наименования /


до 27.06.2005 - Брянский открытый институт управления и бизнеса

";Брянская область;Брянск;"241050, г. Брянск, ул. 2-я Почепская, д. 42"
"Брянский филиал Академии права и управления (института)
";Брянская область;Брянск;"241028, Брянская область, Советский район, г. Брянск, просп. Станке-Димитрова, д. 45"
"Брянский филиал Московского государственного университета путей сообщения
";Брянская область;Брянск;"241020, Брянская область, г. Брянск, ул. Дзержинского, д. 47"
"Брянский филиал Московского государственного университета экономики, статистики и информатики (МЭСИ)
";Брянская область;Брянск;"241050, г. Брянск, ул. Спартаковская, д. 112"
"Брянский филиал Национального государственного Университета физической культуры, спорта и здоровья имени П.Ф. Лесгафта, Санкт-Петербург
";Брянская область;Брянск;"241007, г. Брянск, ул. Дуки, д. 74"
"Брянский филиал Российского государственного торгово-экономического университета
";Брянская область;Брянск;"241050, г. Брянск, ул. Бежицкая, д. 8"
"Брянский филиал Российского университета кооперации

/ Прежние наименования /


до 28.02.2006 - Брянский филиал Московского университета потребительской кооперации

";Брянская область;Брянск;"241050, г. Брянск, ул. Карла Маркса, д. 11"
"Брянский филиал Российского экономического университета имени Г.В. Плеханова
";Брянская область;Брянск;"241050, г. Брянск, ул. Бежицкая, д. 8"
"Брянский филиал Российской академии народного хозяйства и государственной службы при Президенте Российской Федерации

/ Прежние наименования /


до 20.09.2010 - Филиал Орловской региональной академии государственной службы в г. Брянске

";Брянская область;Брянск;"241050, г.Брянск, ул.Горького, д.18"
